age_midpt,age_cat,sex,ethnicity,highest_qualification,weekly_hrs,weekly_income
32.5,30-34,Male,Maori,NoQual,58,950
62.5,60-64,Male,Europ,BachDeg+,43,700
52.5,50-54,Female,Europ,School,19,610
42.5,40-44,Male,Europ,Vocational,40,800
32.5,30-34,Male,Pacific,Vocational,24,1050
42.5,40-44,Male,Europ,Vocational,15,280
57.5,55-59,Female,Europ,OthPostSec,46,1090
32.5,30-34,Male,Other,BachDeg+,32,180
57.5,55-59,Male,Europ,OthPostSec,29,370
47.5,45-49,Male,Europ,BachDeg+,54,1510
42.5,40-44,Male,Europ,Vocational,45,620
32.5,30-34,Female,Europ,Vocational,40,770
52.5,50-54,Female,Europ,BachDeg+,27,1090
62.5,60-64,Female,Europ,NoQual,3,20
62.5,60-64,Female,Europ,BachDeg+,6,80
52.5,50-54,Male,Europ,Vocational,40,1040
57.5,55-59,Female,Maori,NoQual,28,470
47.5,45-49,Female,Europ,Vocational,16,830
62.5,60-64,Female,Europ,School,22,500
52.5,50-54,Male,Europ,Vocational,40,830
27.5,25-29,Female,Maori,Vocational,40,750
47.5,45-49,Female,Europ,Vocational,40,410
42.5,40-44,Female,Pacific,NoQual,21,190
57.5,55-59,Male,Europ,Vocational,50,1060
37.5,35-39,Female,Pacific,NoQual,31,410
37.5,35-39,Female,Europ,School,38,790
57.5,55-59,Female,Europ,School,20,200
37.5,35-39,Female,Maori,Vocational,25,620
42.5,40-44,Female,Europ,School,34,460
42.5,40-44,Female,Europ,BachDeg+,40,840
57.5,55-59,Female,Europ,Vocational,37,350
32.5,30-34,Female,Europ,BachDeg+,44,690
42.5,40-44,Female,Europ,NoQual,15,640
32.5,30-34,Female,Europ,School,30,740
62.5,60-64,Male,Europ,Vocational,10,510
27.5,25-29,Male,Europ,Vocational,60,2580
47.5,45-49,Female,Europ,BachDeg+,10,880
27.5,25-29,Female,Maori,OthPostSec,27,370
57.5,55-59,Male,Europ,NoQual,44,500
57.5,55-59,Female,Europ,NoQual,40,700
42.5,40-44,Male,Maori,Vocational,39,480
52.5,50-54,Male,Maori,Vocational,37,920
32.5,30-34,Male,Europ,School,74,1280
42.5,40-44,Female,Pacific,School,35,620
42.5,40-44,Female,Europ,BachDeg+,50,810
32.5,30-34,Male,Europ,Vocational,40,510
27.5,25-29,Male,Europ,Vocational,38,810
37.5,35-39,Male,Europ,Vocational,46,850
37.5,35-39,Male,Europ,Vocational,42,780
27.5,25-29,Female,Europ,School,29,320
47.5,45-49,Male,Pacific,NoQual,55,570
32.5,30-34,Male,Europ,School,40,1130
37.5,35-39,Female,Europ,Vocational,40,1200
27.5,25-29,Female,Maori,School,41,350
42.5,40-44,Male,Pacific,OthPostSec,32,610
32.5,30-34,Female,Other,BachDeg+,32,400
32.5,30-34,Male,Europ,Vocational,35,1100
42.5,40-44,Female,Europ,Vocational,37,350
37.5,35-39,Female,Pacific,School,105,990
57.5,55-59,Male,Maori,Vocational,21,190
27.5,25-29,Male,MaoriCombin,Vocational,55,640
27.5,25-29,Male,Other,Vocational,47,1070
27.5,25-29,Female,Europ,Vocational,30,870
62.5,60-64,Male,Europ,NoQual,40,820
52.5,50-54,Female,Europ,NoQual,40,710
37.5,35-39,Male,Europ,School,38,410
37.5,35-39,Female,Europ,NoQual,5,10
37.5,35-39,Female,Europ,Vocational,23,540
27.5,25-29,Female,Europ,School,29,420
42.5,40-44,Female,Maori,Vocational,29,360
47.5,45-49,Male,Europ,NoQual,40,370
37.5,35-39,Male,MaoriCombin,Vocational,38,900
32.5,30-34,Male,Other,BachDeg+,40,410
52.5,50-54,Female,Europ,Vocational,40,730
42.5,40-44,Male,Europ,Vocational,40,680
37.5,35-39,Male,Other,OthPostSec,60,1060
42.5,40-44,Female,Pacific,NoQual,30,360
57.5,55-59,Male,Europ,School,50,810
27.5,25-29,Female,Europ,School,60,480
32.5,30-34,Female,Europ,Vocational,40,470
57.5,55-59,Male,Europ,BachDeg+,50,1470
27.5,25-29,Male,Europ,Vocational,40,600
37.5,35-39,Female,Europ,School,44,1060
27.5,25-29,Male,Pacific,School,32,390
32.5,30-34,Female,Europ,BachDeg+,40,1020
27.5,25-29,Female,Europ,Vocational,34,320
57.5,55-59,Male,Europ,Vocational,40,670
27.5,25-29,Female,Europ,Vocational,40,720
52.5,50-54,Male,Europ,School,38,1030
42.5,40-44,Male,Europ,School,43,720
52.5,50-54,Female,Europ,School,8,180
62.5,60-64,Female,Europ,Vocational,10,910
27.5,25-29,Female,Pacific,Vocational,38,400
57.5,55-59,Female,Europ,Vocational,47,1050
47.5,45-49,Female,Europ,NoQual,49,660
37.5,35-39,Male,Europ,NoQual,40,540
52.5,50-54,Male,Other,BachDeg+,60,790
57.5,55-59,Female,Europ,OthPostSec,20,320
42.5,40-44,Male,Europ,School,37,1790
52.5,50-54,Male,Europ,Vocational,40,710
52.5,50-54,Male,Europ,BachDeg+,40,850
37.5,35-39,Male,Europ,BachDeg+,34,1120
42.5,40-44,Female,Europ,NoQual,16,350
27.5,25-29,Female,Europ,Vocational,65,910
27.5,25-29,Male,Maori,NoQual,29,850
47.5,45-49,Male,Europ,School,40,380
57.5,55-59,Female,Europ,NoQual,12,90
57.5,55-59,Male,Europ,Vocational,40,730
42.5,40-44,Male,Maori,NoQual,40,440
52.5,50-54,Male,Maori,Vocational,19,340
27.5,25-29,Female,Europ,School,39,660
57.5,55-59,Male,Europ,NoQual,73,820
32.5,30-34,Female,Europ,OthPostSec,2,100
37.5,35-39,Female,Europ,Vocational,24,370
42.5,40-44,Female,Pacific,NoQual,55,530
62.5,60-64,Male,Europ,NoQual,47,730
57.5,55-59,Female,Europ,Vocational,15,300
32.5,30-34,Female,MaoriCombin,Vocational,41,670
32.5,30-34,Female,Europ,NoQual,47,500
47.5,45-49,Male,Europ,School,64,860
42.5,40-44,Male,Europ,BachDeg+,60,9070
37.5,35-39,Female,Europ,Vocational,24,390
52.5,50-54,Male,Europ,Vocational,31,300
27.5,25-29,Male,Europ,NoQual,40,410
37.5,35-39,Male,Europ,School,22,330
47.5,45-49,Male,Europ,Vocational,46,720
37.5,35-39,Male,Other,School,46,640
37.5,35-39,Male,Europ,NoQual,66,500
37.5,35-39,Female,Pacific,School,22,240
42.5,40-44,Female,Maori,School,32,560
47.5,45-49,Female,Europ,NoQual,51,460
32.5,30-34,Male,Other,Vocational,35,510
57.5,55-59,Female,Europ,NoQual,53,650
52.5,50-54,Female,Pacific,NoQual,25,280
37.5,35-39,Male,Maori,NoQual,65,1320
52.5,50-54,Male,Europ,School,45,810
32.5,30-34,Male,Europ,BachDeg+,40,1210
27.5,25-29,Female,Europ,BachDeg+,33,700
52.5,50-54,Female,MaoriCombin,School,40,570
52.5,50-54,Male,Europ,Vocational,59,990
57.5,55-59,Female,MaoriCombin,School,35,900
37.5,35-39,Female,Europ,OthPostSec,25,650
37.5,35-39,Female,Europ,Vocational,32,980
47.5,45-49,Male,Europ,School,29,800
52.5,50-54,Male,Europ,School,41,320
57.5,55-59,Female,Europ,NoQual,5,50
47.5,45-49,Female,Europ,NoQual,20,230
32.5,30-34,Male,Europ,School,40,910
32.5,30-34,Male,Europ,BachDeg+,50,890
42.5,40-44,Female,Europ,Vocational,9,120
37.5,35-39,Male,Other,NoQual,41,540
32.5,30-34,Female,Maori,School,6,290
42.5,40-44,Male,Europ,School,39,800
52.5,50-54,Male,Europ,Vocational,48,660
42.5,40-44,Female,Europ,Vocational,15,330
42.5,40-44,Male,Europ,NoQual,70,530
37.5,35-39,Male,Pacific,NoQual,64,770
37.5,35-39,Male,Europ,BachDeg+,55,3190
47.5,45-49,Male,Europ,School,40,730
47.5,45-49,Female,Europ,Vocational,40,450
52.5,50-54,Male,Europ,School,25,1050
32.5,30-34,Male,Europ,BachDeg+,36,2070
32.5,30-34,Female,Maori,Vocational,33,670
37.5,35-39,Female,Europ,OthPostSec,20,190
27.5,25-29,Female,Europ,BachDeg+,49,760
47.5,45-49,Male,Europ,NoQual,25,550
32.5,30-34,Female,Europ,Vocational,30,470
62.5,60-64,Female,Europ,NoQual,40,640
32.5,30-34,Male,Europ,Vocational,40,850
42.5,40-44,Male,Europ,Vocational,42,770
47.5,45-49,Male,Other,NoQual,97,440
37.5,35-39,Female,Europ,NoQual,20,490
32.5,30-34,Female,MaoriCombin,School,10,350
47.5,45-49,Female,Other,Vocational,14,110
27.5,25-29,Female,Europ,Vocational,31,190
32.5,30-34,Female,Other,BachDeg+,42,860
32.5,30-34,Male,Europ,Vocational,45,690
47.5,45-49,Female,Europ,School,40,740
57.5,55-59,Female,Maori,OthPostSec,25,390
27.5,25-29,Male,Europ,OthPostSec,76,720
47.5,45-49,Male,Europ,OthPostSec,43,520
52.5,50-54,Male,Europ,Vocational,40,870
27.5,25-29,Male,Europ,Vocational,54,1950
57.5,55-59,Male,Europ,OthPostSec,34,790
57.5,55-59,Male,Europ,BachDeg+,60,650
62.5,60-64,Male,Europ,Vocational,41,1910
37.5,35-39,Female,Europ,BachDeg+,40,900
32.5,30-34,Male,Europ,School,43,810
52.5,50-54,Male,Europ,Vocational,45,950
57.5,55-59,Female,Pacific,NoQual,27,360
47.5,45-49,Male,Europ,BachDeg+,42,1480
27.5,25-29,Female,MaoriCombin,School,23,780
42.5,40-44,Female,Maori,NoQual,12,250
57.5,55-59,Female,Europ,Vocational,40,600
32.5,30-34,Female,Europ,NoQual,19,350
42.5,40-44,Female,MaoriCombin,School,50,530
37.5,35-39,Male,Europ,BachDeg+,48,1030
57.5,55-59,Female,Maori,NoQual,17,690
62.5,60-64,Female,Europ,Vocational,40,620
42.5,40-44,Male,Other,Vocational,40,1280
52.5,50-54,Female,Europ,NoQual,30,300
47.5,45-49,Female,Europ,NoQual,10,100
42.5,40-44,Male,Europ,School,42,1320
27.5,25-29,Male,Europ,School,9,480
57.5,55-59,Male,Europ,NoQual,55,1050
47.5,45-49,Female,Europ,NoQual,15,150
27.5,25-29,Female,Europ,BachDeg+,42,900
27.5,25-29,Male,Europ,School,40,620
47.5,45-49,Male,Other,Vocational,41,410
47.5,45-49,Male,MaoriCombin,Vocational,42,1040
52.5,50-54,Female,Europ,Vocational,40,620
57.5,55-59,Male,Maori,NoQual,48,770
62.5,60-64,Male,Other,OthPostSec,39,490
47.5,45-49,Male,Europ,BachDeg+,45,4170
27.5,25-29,Female,Europ,OthPostSec,40,400
37.5,35-39,Female,Maori,NoQual,41,300
62.5,60-64,Female,Europ,Vocational,15,510
52.5,50-54,Male,Europ,Vocational,20,290
42.5,40-44,Female,Europ,OthPostSec,29,730
37.5,35-39,Female,Europ,School,35,560
32.5,30-34,Male,Europ,Vocational,45,1140
42.5,40-44,Female,Pacific,OthPostSec,38,870
32.5,30-34,Female,Europ,Vocational,30,360
32.5,30-34,Male,Europ,Vocational,60,1010
42.5,40-44,Male,Other,Vocational,37,1150
37.5,35-39,Male,Maori,OthPostSec,41,600
47.5,45-49,Male,Europ,BachDeg+,48,2390
47.5,45-49,Female,MaoriCombin,NoQual,24,390
32.5,30-34,Male,Europ,Vocational,54,2880
52.5,50-54,Male,Europ,School,40,820
42.5,40-44,Male,Europ,Vocational,60,880
57.5,55-59,Male,Europ,NoQual,60,700
32.5,30-34,Male,Pacific,Vocational,52,900
42.5,40-44,Male,Europ,BachDeg+,45,1730
27.5,25-29,Female,Pacific,Vocational,68,660
32.5,30-34,Male,Maori,OthPostSec,60,1230
47.5,45-49,Male,Europ,Vocational,37,900
47.5,45-49,Female,Europ,NoQual,51,830
52.5,50-54,Female,Other,BachDeg+,14,240
27.5,25-29,Male,Europ,BachDeg+,56,1200
47.5,45-49,Female,Europ,NoQual,21,310
27.5,25-29,Female,Other,School,32,290
37.5,35-39,Male,Europ,Vocational,46,830
62.5,60-64,Female,Europ,NoQual,40,450
47.5,45-49,Female,Europ,Vocational,32,420
57.5,55-59,Female,Europ,Vocational,17,610
57.5,55-59,Female,Europ,Vocational,34,780
47.5,45-49,Female,Europ,NoQual,18,220
47.5,45-49,Female,Europ,BachDeg+,45,700
32.5,30-34,Female,Europ,School,9,390
47.5,45-49,Female,Europ,Vocational,38,450
27.5,25-29,Male,MaoriCombin,NoQual,77,680
37.5,35-39,Female,Europ,NoQual,55,670
37.5,35-39,Female,Europ,Vocational,23,450
42.5,40-44,Female,Europ,School,48,1000
52.5,50-54,Male,Other,NoQual,20,520
62.5,60-64,Female,Europ,Vocational,40,750
52.5,50-54,Male,Europ,NoQual,66,550
37.5,35-39,Male,Europ,Vocational,40,670
47.5,45-49,Male,Europ,Vocational,50,1460
32.5,30-34,Male,Maori,Vocational,2,190
32.5,30-34,Male,MaoriCombin,BachDeg+,43,660
47.5,45-49,Male,Europ,NoQual,40,580
47.5,45-49,Female,Europ,NoQual,30,380
37.5,35-39,Male,Europ,Vocational,40,680
37.5,35-39,Female,Maori,NoQual,25,250
37.5,35-39,Female,Maori,BachDeg+,55,7800
52.5,50-54,Female,Europ,OthPostSec,14,460
47.5,45-49,Female,Europ,NoQual,2,240
27.5,25-29,Female,Europ,Vocational,39,950
42.5,40-44,Female,Europ,Vocational,30,620
42.5,40-44,Male,Maori,NoQual,27,330
52.5,50-54,Male,Other,NoQual,19,250
47.5,45-49,Male,Maori,NoQual,84,1000
27.5,25-29,Female,Europ,BachDeg+,42,610
42.5,40-44,Female,Europ,NoQual,29,240
37.5,35-39,Male,MaoriCombin,Vocational,50,1150
32.5,30-34,Male,Europ,Vocational,36,710
37.5,35-39,Male,Europ,BachDeg+,40,2100
42.5,40-44,Female,Europ,BachDeg+,128,2440
47.5,45-49,Male,Europ,OthPostSec,41,460
57.5,55-59,Male,Pacific,NoQual,37,600
47.5,45-49,Male,Maori,NoQual,39,520
57.5,55-59,Female,Europ,NoQual,40,550
37.5,35-39,Male,Europ,BachDeg+,40,1350
37.5,35-39,Female,Maori,NoQual,18,480
32.5,30-34,Female,Europ,Vocational,18,520
57.5,55-59,Female,Europ,NoQual,10,310
27.5,25-29,Male,Europ,Vocational,45,1260
27.5,25-29,Male,NonMaoriComb,OthPostSec,9,190
42.5,40-44,Female,Europ,Vocational,40,870
32.5,30-34,Female,Other,BachDeg+,48,1130
47.5,45-49,Male,Europ,BachDeg+,55,1150
62.5,60-64,Female,Europ,OthPostSec,40,770
27.5,25-29,Female,Maori,Vocational,25,380
32.5,30-34,Female,Europ,Vocational,50,630
37.5,35-39,Female,Europ,OthPostSec,40,810
32.5,30-34,Female,Maori,Vocational,40,700
52.5,50-54,Male,Europ,School,25,530
27.5,25-29,Male,Other,BachDeg+,46,670
57.5,55-59,Male,Europ,School,31,400
47.5,45-49,Female,Europ,Vocational,20,430
37.5,35-39,Male,Europ,Vocational,63,750
42.5,40-44,Male,Europ,NoQual,60,700
62.5,60-64,Male,Europ,BachDeg+,55,1330
27.5,25-29,Male,Pacific,School,19,890
27.5,25-29,Male,Maori,School,24,320
27.5,25-29,Male,Europ,School,40,380
47.5,45-49,Male,Europ,Vocational,50,2220
37.5,35-39,Male,Europ,School,40,1040
32.5,30-34,Female,Europ,BachDeg+,15,120
47.5,45-49,Female,Other,BachDeg+,43,350
47.5,45-49,Male,MaoriCombin,NoQual,60,780
37.5,35-39,Female,Europ,Vocational,11,100
27.5,25-29,Male,Europ,Vocational,41,680
52.5,50-54,Male,MaoriCombin,NoQual,58,740
32.5,30-34,Female,Pacific,School,61,610
37.5,35-39,Male,Europ,NoQual,18,270
37.5,35-39,Female,Europ,School,40,790
47.5,45-49,Male,Europ,Vocational,35,710
47.5,45-49,Female,Europ,Vocational,55,1140
57.5,55-59,Male,Europ,Vocational,18,480
37.5,35-39,Female,Pacific,NoQual,50,470
37.5,35-39,Male,Europ,OthPostSec,40,510
37.5,35-39,Male,Europ,Vocational,45,600
42.5,40-44,Male,Europ,Vocational,45,620
42.5,40-44,Male,Europ,BachDeg+,45,3120
52.5,50-54,Male,Other,NoQual,27,390
52.5,50-54,Female,Pacific,BachDeg+,20,300
27.5,25-29,Male,Europ,School,40,580
42.5,40-44,Male,Other,OthPostSec,38,910
47.5,45-49,Female,Europ,OthPostSec,26,360
47.5,45-49,Female,Europ,BachDeg+,38,1230
32.5,30-34,Female,Europ,Vocational,53,710
32.5,30-34,Male,Europ,Vocational,45,950
52.5,50-54,Male,Europ,Vocational,40,800
32.5,30-34,Female,Maori,BachDeg+,61,830
37.5,35-39,Female,Maori,NoQual,21,770
42.5,40-44,Female,Maori,NoQual,46,1120
42.5,40-44,Female,Europ,Vocational,30,550
42.5,40-44,Female,Europ,School,13,170
37.5,35-39,Male,Europ,Vocational,45,980
37.5,35-39,Male,Maori,Vocational,70,1620
37.5,35-39,Male,Europ,OthPostSec,45,880
52.5,50-54,Female,NonMaoriComb,Vocational,20,340
37.5,35-39,Male,Europ,BachDeg+,50,900
32.5,30-34,Male,Europ,BachDeg+,31,430
52.5,50-54,Female,Europ,School,20,210
62.5,60-64,Female,Europ,BachDeg+,18,530
57.5,55-59,Male,Europ,School,42,570
42.5,40-44,Female,Other,BachDeg+,42,1070
37.5,35-39,Male,Europ,Vocational,32,780
52.5,50-54,Male,Europ,Vocational,48,1140
37.5,35-39,Male,Europ,Vocational,50,810
47.5,45-49,Female,Europ,Vocational,40,440
27.5,25-29,Male,Europ,BachDeg+,40,580
42.5,40-44,Female,Other,Vocational,24,310
57.5,55-59,Female,Europ,Vocational,55,820
42.5,40-44,Male,Europ,Vocational,19,740
27.5,25-29,Male,Europ,OthPostSec,46,490
37.5,35-39,Female,Europ,School,20,260
62.5,60-64,Female,Europ,NoQual,33,540
27.5,25-29,Female,Europ,BachDeg+,38,810
32.5,30-34,Female,Maori,BachDeg+,36,390
37.5,35-39,Female,Europ,OthPostSec,49,720
47.5,45-49,Male,Maori,BachDeg+,38,1640
42.5,40-44,Female,Other,BachDeg+,31,770
27.5,25-29,Female,Maori,OthPostSec,22,420
27.5,25-29,Female,Other,BachDeg+,31,1210
52.5,50-54,Male,Europ,Vocational,40,630
32.5,30-34,Male,Maori,School,27,200
32.5,30-34,Male,Europ,Vocational,50,890
47.5,45-49,Female,Pacific,NoQual,20,240
42.5,40-44,Male,Europ,NoQual,45,690
62.5,60-64,Male,Europ,NoQual,54,1560
47.5,45-49,Female,Maori,Vocational,37,820
37.5,35-39,Female,Europ,School,40,580
27.5,25-29,Male,Europ,BachDeg+,40,520
42.5,40-44,Female,Other,School,50,540
37.5,35-39,Female,Europ,Vocational,40,520
47.5,45-49,Male,Europ,Vocational,50,1460
42.5,40-44,Female,Europ,School,16,1690
32.5,30-34,Female,Maori,Vocational,21,280
42.5,40-44,Female,Europ,School,35,500
52.5,50-54,Female,Europ,OthPostSec,46,570
52.5,50-54,Male,Other,BachDeg+,12,410
62.5,60-64,Male,Europ,School,7,310
37.5,35-39,Male,MaoriCombin,Vocational,35,500
37.5,35-39,Male,Europ,School,50,1010
42.5,40-44,Female,Europ,Vocational,18,680
62.5,60-64,Female,Europ,NoQual,36,650
27.5,25-29,Female,Maori,School,19,220
32.5,30-34,Female,Europ,Vocational,45,1180
52.5,50-54,Female,Europ,Vocational,7,630
42.5,40-44,Female,Europ,Vocational,18,240
32.5,30-34,Male,Maori,Vocational,51,910
37.5,35-39,Male,Europ,Vocational,40,670
57.5,55-59,Female,Europ,Vocational,40,640
32.5,30-34,Female,Europ,NoQual,40,620
27.5,25-29,Female,Europ,BachDeg+,36,830
52.5,50-54,Female,Europ,NoQual,39,850
52.5,50-54,Female,Europ,NoQual,34,400
47.5,45-49,Male,Europ,School,40,1150
27.5,25-29,Male,Europ,BachDeg+,32,620
42.5,40-44,Male,Europ,Vocational,43,790
32.5,30-34,Male,Pacific,NoQual,54,810
37.5,35-39,Female,Other,BachDeg+,42,2430
52.5,50-54,Female,Europ,BachDeg+,30,970
57.5,55-59,Male,Europ,Vocational,40,1000
52.5,50-54,Male,Pacific,OthPostSec,64,890
42.5,40-44,Male,Pacific,BachDeg+,38,620
37.5,35-39,Female,Europ,Vocational,24,270
32.5,30-34,Female,Other,BachDeg+,9,90
52.5,50-54,Female,Europ,NoQual,40,380
47.5,45-49,Male,Europ,School,64,880
42.5,40-44,Female,Europ,School,30,560
47.5,45-49,Male,Europ,BachDeg+,50,1020
37.5,35-39,Male,Europ,BachDeg+,52,1420
37.5,35-39,Male,Europ,OthPostSec,30,320
37.5,35-39,Female,Europ,Vocational,48,560
47.5,45-49,Male,Europ,Vocational,58,880
52.5,50-54,Female,Europ,School,38,870
37.5,35-39,Male,Europ,Vocational,58,1080
62.5,60-64,Male,Maori,NoQual,30,640
52.5,50-54,Female,Europ,School,11,290
47.5,45-49,Male,Europ,BachDeg+,38,2370
37.5,35-39,Female,Pacific,NoQual,40,430
42.5,40-44,Male,Europ,School,45,1050
37.5,35-39,Female,Europ,School,23,210
27.5,25-29,Male,Europ,NoQual,31,640
32.5,30-34,Male,Europ,School,50,3270
32.5,30-34,Male,Pacific,School,41,690
42.5,40-44,Male,Europ,OthPostSec,40,840
42.5,40-44,Male,Europ,NoQual,40,1960
27.5,25-29,Male,Europ,Vocational,40,410
32.5,30-34,Female,Europ,School,30,650
37.5,35-39,Female,Other,BachDeg+,16,230
32.5,30-34,Female,Europ,School,34,250
42.5,40-44,Female,Europ,NoQual,9,860
32.5,30-34,Female,Europ,BachDeg+,40,560
27.5,25-29,Male,Pacific,School,37,840
42.5,40-44,Female,Europ,School,48,1000
57.5,55-59,Female,Europ,Vocational,18,510
32.5,30-34,Male,Europ,NoQual,64,670
37.5,35-39,Male,Maori,NoQual,20,360
52.5,50-54,Female,Europ,BachDeg+,61,1390
47.5,45-49,Female,Europ,Vocational,38,580
37.5,35-39,Female,MaoriCombin,Vocational,34,900
32.5,30-34,Female,Europ,Vocational,33,410
27.5,25-29,Female,Europ,BachDeg+,42,1100
52.5,50-54,Male,Europ,Vocational,15,890
27.5,25-29,Female,Europ,Vocational,14,110
52.5,50-54,Male,Europ,BachDeg+,40,1300
27.5,25-29,Female,Europ,School,6,290
52.5,50-54,Male,Europ,OthPostSec,28,650
27.5,25-29,Male,Europ,Vocational,44,710
27.5,25-29,Male,Europ,School,32,280
52.5,50-54,Male,Europ,BachDeg+,16,210
37.5,35-39,Female,Other,Vocational,44,560
37.5,35-39,Male,Europ,BachDeg+,50,940
52.5,50-54,Female,Europ,Vocational,40,1060
37.5,35-39,Male,Pacific,OthPostSec,41,820
52.5,50-54,Male,Other,OthPostSec,54,970
37.5,35-39,Male,Europ,NoQual,45,630
42.5,40-44,Female,Europ,Vocational,30,590
32.5,30-34,Female,Europ,BachDeg+,48,600
52.5,50-54,Female,Europ,School,40,420
47.5,45-49,Female,Europ,OthPostSec,17,210
57.5,55-59,Male,Europ,Vocational,40,810
37.5,35-39,Female,Europ,School,40,600
37.5,35-39,Male,Europ,School,45,930
42.5,40-44,Male,Other,NoQual,50,510
27.5,25-29,Female,Europ,Vocational,39,640
37.5,35-39,Male,Europ,BachDeg+,38,780
37.5,35-39,Female,Pacific,Vocational,51,750
47.5,45-49,Female,Europ,BachDeg+,39,1130
32.5,30-34,Female,Europ,Vocational,50,1040
47.5,45-49,Male,Europ,Vocational,40,840
32.5,30-34,Male,Europ,Vocational,64,840
52.5,50-54,Male,Europ,NoQual,40,400
42.5,40-44,Male,Europ,School,43,680
42.5,40-44,Male,Maori,OthPostSec,20,380
52.5,50-54,Male,Maori,NoQual,58,1010
37.5,35-39,Male,Pacific,Vocational,50,780
27.5,25-29,Female,Europ,Vocational,44,450
32.5,30-34,Male,Europ,Vocational,16,220
37.5,35-39,Female,Europ,School,40,60
57.5,55-59,Female,Europ,Vocational,34,780
27.5,25-29,Female,Pacific,School,16,270
62.5,60-64,Male,Europ,Vocational,22,900
47.5,45-49,Female,Europ,Vocational,9,360
32.5,30-34,Male,Other,Vocational,50,1170
52.5,50-54,Male,Maori,OthPostSec,54,1560
57.5,55-59,Female,Europ,OthPostSec,10,660
27.5,25-29,Female,Other,Vocational,16,210
42.5,40-44,Female,Europ,School,10,300
37.5,35-39,Male,Europ,Vocational,50,850
62.5,60-64,Female,Europ,Vocational,20,250
47.5,45-49,Female,Europ,School,27,380
37.5,35-39,Female,Maori,NoQual,27,630
52.5,50-54,Female,Europ,NoQual,40,650
37.5,35-39,Female,Maori,NoQual,35,890
37.5,35-39,Female,Europ,School,30,620
47.5,45-49,Male,Europ,Vocational,40,830
37.5,35-39,Male,Other,BachDeg+,74,2420
47.5,45-49,Male,Europ,Vocational,40,1580
42.5,40-44,Female,Europ,OthPostSec,40,550
32.5,30-34,Male,Europ,Vocational,40,560
42.5,40-44,Male,Europ,Vocational,45,930
27.5,25-29,Female,Europ,NoQual,24,210
47.5,45-49,Female,Europ,Vocational,40,400
42.5,40-44,Female,Europ,School,38,630
57.5,55-59,Female,Europ,School,36,500
62.5,60-64,Male,Europ,NoQual,45,930
52.5,50-54,Female,Europ,BachDeg+,22,230
47.5,45-49,Female,Europ,Vocational,38,550
42.5,40-44,Male,MaoriCombin,Vocational,37,370
42.5,40-44,Female,Europ,OthPostSec,10,300
37.5,35-39,Female,Europ,NoQual,29,630
42.5,40-44,Male,Europ,BachDeg+,40,1540
52.5,50-54,Male,Maori,Vocational,50,690
52.5,50-54,Male,Other,BachDeg+,163,2750
62.5,60-64,Male,Europ,Vocational,56,1230
52.5,50-54,Female,Europ,School,51,990
37.5,35-39,Male,MaoriCombin,OthPostSec,80,1350
52.5,50-54,Male,Other,OthPostSec,49,820
32.5,30-34,Male,Pacific,School,38,680
52.5,50-54,Female,Europ,Vocational,36,600
47.5,45-49,Male,Europ,OthPostSec,6,260
27.5,25-29,Female,Europ,Vocational,8,280
47.5,45-49,Male,Europ,Vocational,22,1590
32.5,30-34,Male,Europ,OthPostSec,41,1030
32.5,30-34,Male,Europ,Vocational,52,1130
37.5,35-39,Male,Europ,Vocational,40,710
57.5,55-59,Female,Europ,NoQual,20,200
37.5,35-39,Female,Europ,School,28,500
47.5,45-49,Male,Europ,BachDeg+,45,720
37.5,35-39,Female,Europ,School,22,2600
52.5,50-54,Female,Europ,Vocational,20,240
37.5,35-39,Male,Europ,NoQual,53,800
27.5,25-29,Female,Other,BachDeg+,35,0
37.5,35-39,Female,Europ,Vocational,40,690
37.5,35-39,Female,Europ,Vocational,40,700
37.5,35-39,Male,Europ,Vocational,45,1780
42.5,40-44,Female,Maori,NoQual,40,520
57.5,55-59,Male,Europ,NoQual,47,490
32.5,30-34,Male,Pacific,NoQual,89,1130
42.5,40-44,Female,Europ,Vocational,9,370
52.5,50-54,Female,Europ,NoQual,33,320
52.5,50-54,Male,Europ,Vocational,46,1880
32.5,30-34,Male,Europ,School,40,1060
57.5,55-59,Male,Europ,Vocational,44,540
57.5,55-59,Female,Maori,NoQual,20,680
57.5,55-59,Female,Europ,School,14,300
32.5,30-34,Female,Europ,School,15,260
37.5,35-39,Male,Europ,Vocational,72,930
52.5,50-54,Female,Europ,NoQual,15,450
47.5,45-49,Male,Europ,Vocational,31,520
47.5,45-49,Female,Europ,BachDeg+,72,1180
42.5,40-44,Male,Europ,NoQual,40,570
57.5,55-59,Female,Europ,School,16,530
57.5,55-59,Male,Europ,Vocational,42,700
27.5,25-29,Female,Europ,BachDeg+,62,1360
47.5,45-49,Male,Europ,NoQual,40,560
27.5,25-29,Male,Pacific,School,45,560
37.5,35-39,Male,Europ,NoQual,48,590
37.5,35-39,Male,Europ,Vocational,46,720
37.5,35-39,Male,Europ,School,38,970
37.5,35-39,Male,Europ,NoQual,88,1210
32.5,30-34,Female,Other,BachDeg+,20,470
32.5,30-34,Male,Europ,School,21,1040
42.5,40-44,Male,Europ,OthPostSec,43,780
42.5,40-44,Male,Europ,School,40,620
32.5,30-34,Male,Europ,Vocational,47,940
27.5,25-29,Male,Europ,Vocational,26,590
