age_midpt,age_cat,sex,ethnicity,highest_qualification,weekly_hrs,weekly_income
32.5,30-34,Female,Europ,School,17,550
62.5,60-64,Male,Europ,Vocational,36,890
37.5,35-39,Male,Europ,School,40,2860
52.5,50-54,Female,Maori,School,20,340
37.5,35-39,Male,Europ,Vocational,67,1180
37.5,35-39,Male,Maori,NoQual,63,820
37.5,35-39,Male,Europ,Vocational,50,780
52.5,50-54,Female,Europ,OthPostSec,25,860
32.5,30-34,Female,Europ,BachDeg+,40,620
42.5,40-44,Female,Europ,School,30,600
27.5,25-29,Male,Europ,NoQual,40,640
27.5,25-29,Male,Europ,School,44,580
37.5,35-39,Male,Maori,School,55,940
42.5,40-44,Male,Europ,BachDeg+,55,1520
42.5,40-44,Male,MaoriCombin,NoQual,50,520
52.5,50-54,Female,Europ,NoQual,15,180
52.5,50-54,Female,Europ,NoQual,40,540
52.5,50-54,Male,Europ,Vocational,59,980
32.5,30-34,Male,Europ,Vocational,45,750
27.5,25-29,Male,Europ,Vocational,44,920
52.5,50-54,Female,Europ,School,31,620
27.5,25-29,Male,Europ,OthPostSec,76,760
52.5,50-54,Male,Europ,BachDeg+,26,2880
32.5,30-34,Female,Europ,Vocational,20,510
32.5,30-34,Male,Europ,NoQual,95,1220
42.5,40-44,Male,Europ,School,50,1020
32.5,30-34,Female,Europ,School,29,650
57.5,55-59,Male,Europ,School,56,1610
37.5,35-39,Female,Europ,Vocational,19,280
47.5,45-49,Male,Europ,Vocational,38,400
47.5,45-49,Male,Europ,Vocational,40,750
57.5,55-59,Female,Europ,BachDeg+,38,1250
42.5,40-44,Female,Europ,NoQual,21,300
27.5,25-29,Male,Europ,Vocational,30,330
37.5,35-39,Male,Europ,BachDeg+,52,1420
37.5,35-39,Female,Pacific,NoQual,40,360
32.5,30-34,Male,MaoriCombin,Vocational,27,670
52.5,50-54,Female,Europ,School,3,20
47.5,45-49,Female,Europ,Vocational,28,480
42.5,40-44,Female,Europ,BachDeg+,45,920
57.5,55-59,Female,Europ,Vocational,38,840
52.5,50-54,Female,Europ,Vocational,28,750
57.5,55-59,Male,Europ,BachDeg+,59,1680
42.5,40-44,Male,Europ,NoQual,40,380
32.5,30-34,Female,Maori,BachDeg+,50,600
47.5,45-49,Male,Europ,Vocational,37,1410
52.5,50-54,Male,Other,NoQual,41,750
42.5,40-44,Female,Europ,Vocational,14,160
32.5,30-34,Male,Europ,Vocational,25,560
52.5,50-54,Female,Europ,Vocational,30,350
47.5,45-49,Female,Europ,NoQual,22,230
37.5,35-39,Female,Maori,NoQual,50,460
27.5,25-29,Male,Other,BachDeg+,19,330
27.5,25-29,Female,Europ,BachDeg+,40,420
37.5,35-39,Female,Pacific,School,30,360
42.5,40-44,Male,Europ,NoQual,25,380
37.5,35-39,Female,Europ,BachDeg+,54,1440
37.5,35-39,Male,Europ,BachDeg+,36,780
47.5,45-49,Female,Europ,Vocational,40,690
47.5,45-49,Male,Europ,Vocational,35,460
47.5,45-49,Female,Pacific,NoQual,36,460
52.5,50-54,Female,Pacific,School,36,460
32.5,30-34,Male,Europ,Vocational,40,630
52.5,50-54,Male,Europ,Vocational,40,1020
52.5,50-54,Male,Pacific,School,43,610
27.5,25-29,Female,Maori,OthPostSec,12,450
42.5,40-44,Male,Europ,Vocational,40,530
27.5,25-29,Male,Europ,NoQual,40,460
27.5,25-29,Female,Europ,BachDeg+,47,1240
27.5,25-29,Female,Europ,Vocational,34,360
47.5,45-49,Female,Europ,BachDeg+,13,720
32.5,30-34,Female,Europ,BachDeg+,41,780
32.5,30-34,Female,Europ,School,40,720
52.5,50-54,Male,Europ,School,30,540
52.5,50-54,Female,Europ,Vocational,35,400
47.5,45-49,Female,Europ,NoQual,35,550
32.5,30-34,Male,Europ,Vocational,43,370
37.5,35-39,Female,Europ,Vocational,60,730
27.5,25-29,Female,NonMaoriComb,NoQual,14,520
37.5,35-39,Male,MaoriCombin,Vocational,29,450
32.5,30-34,Male,Europ,Vocational,43,550
57.5,55-59,Female,MaoriCombin,OthPostSec,20,330
42.5,40-44,Male,Europ,NoQual,50,630
42.5,40-44,Male,Europ,School,56,2450
47.5,45-49,Female,Europ,Vocational,35,410
47.5,45-49,Female,Europ,School,25,350
52.5,50-54,Male,Maori,NoQual,40,700
42.5,40-44,Female,Europ,BachDeg+,81,1170
47.5,45-49,Female,Europ,Vocational,25,240
47.5,45-49,Male,Europ,Vocational,45,1210
47.5,45-49,Male,Europ,BachDeg+,38,1260
42.5,40-44,Female,Europ,Vocational,23,290
32.5,30-34,Male,Europ,Vocational,26,510
42.5,40-44,Male,Europ,NoQual,40,1870
52.5,50-54,Male,Europ,OthPostSec,42,860
37.5,35-39,Female,Europ,School,38,850
57.5,55-59,Male,Europ,BachDeg+,40,540
62.5,60-64,Female,Europ,Vocational,12,480
52.5,50-54,Male,Europ,NoQual,50,770
52.5,50-54,Male,Europ,Vocational,40,690
47.5,45-49,Female,Europ,NoQual,15,630
47.5,45-49,Female,Europ,School,24,300
52.5,50-54,Female,Europ,School,64,830
32.5,30-34,Male,Europ,Vocational,40,800
42.5,40-44,Female,Europ,NoQual,37,320
52.5,50-54,Female,Europ,OthPostSec,40,500
27.5,25-29,Male,Europ,School,40,980
32.5,30-34,Male,Europ,Vocational,42,540
42.5,40-44,Female,Europ,Vocational,15,420
52.5,50-54,Male,Pacific,NoQual,50,620
57.5,55-59,Male,Europ,Vocational,35,410
27.5,25-29,Male,Europ,OthPostSec,33,1090
47.5,45-49,Female,Europ,BachDeg+,25,340
47.5,45-49,Female,Europ,OthPostSec,13,200
57.5,55-59,Male,Europ,NoQual,47,890
47.5,45-49,Female,Europ,School,22,470
47.5,45-49,Female,Europ,Vocational,38,700
32.5,30-34,Male,Europ,Vocational,18,480
37.5,35-39,Female,Europ,Vocational,22,330
27.5,25-29,Male,Maori,NoQual,59,570
42.5,40-44,Female,Europ,Vocational,40,510
37.5,35-39,Male,Europ,Vocational,16,450
47.5,45-49,Male,Pacific,NoQual,53,580
52.5,50-54,Female,Pacific,Vocational,43,330
52.5,50-54,Male,Europ,OthPostSec,74,1310
37.5,35-39,Male,Other,School,38,580
32.5,30-34,Female,Europ,Vocational,40,1040
52.5,50-54,Female,Europ,Vocational,32,370
42.5,40-44,Female,Europ,Vocational,40,460
27.5,25-29,Female,Europ,Vocational,40,600
37.5,35-39,Female,Pacific,School,30,410
27.5,25-29,Female,Maori,Vocational,60,1260
27.5,25-29,Male,Maori,OthPostSec,54,430
32.5,30-34,Female,Europ,OthPostSec,41,560
57.5,55-59,Female,Europ,NoQual,4,80
27.5,25-29,Male,Pacific,BachDeg+,33,400
32.5,30-34,Male,Europ,Vocational,45,500
52.5,50-54,Male,Europ,Vocational,17,240
47.5,45-49,Male,Europ,Vocational,38,1020
42.5,40-44,Female,MaoriCombin,OthPostSec,15,290
52.5,50-54,Female,Pacific,School,18,440
47.5,45-49,Female,Other,NoQual,25,550
47.5,45-49,Female,Europ,BachDeg+,26,630
37.5,35-39,Female,Europ,Vocational,11,90
52.5,50-54,Male,NonMaoriComb,BachDeg+,60,890
27.5,25-29,Male,Europ,BachDeg+,37,730
37.5,35-39,Male,NonMaoriComb,Vocational,69,2440
27.5,25-29,Female,Europ,Vocational,5,530
42.5,40-44,Male,Other,BachDeg+,35,460
42.5,40-44,Female,Europ,Vocational,19,200
32.5,30-34,Female,Europ,School,15,280
42.5,40-44,Female,Europ,BachDeg+,33,560
32.5,30-34,Female,Europ,Vocational,40,550
47.5,45-49,Female,Europ,Vocational,25,260
47.5,45-49,Male,Europ,OthPostSec,33,880
37.5,35-39,Female,Europ,School,20,190
47.5,45-49,Female,Europ,Vocational,38,730
27.5,25-29,Male,Europ,School,32,280
27.5,25-29,Male,Europ,Vocational,59,930
42.5,40-44,Male,Europ,Vocational,40,1300
62.5,60-64,Male,Europ,School,17,560
52.5,50-54,Male,Europ,NoQual,40,530
42.5,40-44,Female,Europ,Vocational,28,1450
27.5,25-29,Male,Maori,School,24,320
52.5,50-54,Female,Europ,Vocational,45,440
42.5,40-44,Female,Europ,OthPostSec,28,1170
37.5,35-39,Male,Europ,Vocational,40,770
37.5,35-39,Male,Europ,Vocational,45,1630
52.5,50-54,Male,Europ,Vocational,46,2050
32.5,30-34,Female,Europ,Vocational,40,540
47.5,45-49,Female,Europ,School,47,660
37.5,35-39,Female,Maori,NoQual,31,460
32.5,30-34,Female,Europ,BachDeg+,28,330
47.5,45-49,Male,Europ,Vocational,41,1080
27.5,25-29,Male,Europ,Vocational,37,1080
57.5,55-59,Female,Europ,NoQual,8,270
52.5,50-54,Male,Europ,Vocational,40,860
42.5,40-44,Male,Europ,Vocational,37,1480
52.5,50-54,Female,Europ,NoQual,37,380
42.5,40-44,Female,Europ,School,34,480
52.5,50-54,Male,Europ,Vocational,60,630
52.5,50-54,Female,Maori,NoQual,29,320
57.5,55-59,Female,Other,BachDeg+,24,1180
37.5,35-39,Female,Europ,BachDeg+,40,1000
62.5,60-64,Male,Europ,NoQual,45,890
52.5,50-54,Female,Europ,NoQual,48,1330
62.5,60-64,Female,Europ,NoQual,5,240
32.5,30-34,Male,Maori,NoQual,58,950
62.5,60-64,Male,Europ,BachDeg+,43,700
52.5,50-54,Female,Europ,School,19,610
42.5,40-44,Male,Europ,Vocational,40,800
32.5,30-34,Male,Pacific,Vocational,24,1050
42.5,40-44,Male,Europ,Vocational,15,280
57.5,55-59,Female,Europ,OthPostSec,46,1090
32.5,30-34,Male,Other,BachDeg+,32,180
57.5,55-59,Male,Europ,OthPostSec,29,370
47.5,45-49,Male,Europ,BachDeg+,54,1510
42.5,40-44,Male,Europ,Vocational,45,620
32.5,30-34,Female,Europ,Vocational,40,770
52.5,50-54,Female,Europ,BachDeg+,27,1090
62.5,60-64,Female,Europ,NoQual,3,20
62.5,60-64,Female,Europ,BachDeg+,6,80
52.5,50-54,Male,Europ,Vocational,40,1040
57.5,55-59,Female,Maori,NoQual,28,470
47.5,45-49,Female,Europ,Vocational,16,830
62.5,60-64,Female,Europ,School,22,500
52.5,50-54,Male,Europ,Vocational,40,830
27.5,25-29,Female,Maori,Vocational,40,750
47.5,45-49,Female,Europ,Vocational,40,410
42.5,40-44,Female,Pacific,NoQual,21,190
57.5,55-59,Male,Europ,Vocational,50,1060
37.5,35-39,Female,Pacific,NoQual,31,410
37.5,35-39,Female,Europ,School,38,790
57.5,55-59,Female,Europ,School,20,200
37.5,35-39,Female,Maori,Vocational,25,620
42.5,40-44,Female,Europ,School,34,460
42.5,40-44,Female,Europ,BachDeg+,40,840
57.5,55-59,Female,Europ,Vocational,37,350
32.5,30-34,Female,Europ,BachDeg+,44,690
42.5,40-44,Female,Europ,NoQual,15,640
32.5,30-34,Female,Europ,School,30,740
62.5,60-64,Male,Europ,Vocational,10,510
27.5,25-29,Male,Europ,Vocational,60,2580
47.5,45-49,Female,Europ,BachDeg+,10,880
27.5,25-29,Female,Maori,OthPostSec,27,370
57.5,55-59,Male,Europ,NoQual,44,500
57.5,55-59,Female,Europ,NoQual,40,700
42.5,40-44,Male,Maori,Vocational,39,480
52.5,50-54,Male,Maori,Vocational,37,920
32.5,30-34,Male,Europ,School,74,1280
42.5,40-44,Female,Pacific,School,35,620
42.5,40-44,Female,Europ,BachDeg+,50,810
32.5,30-34,Male,Europ,Vocational,40,510
27.5,25-29,Male,Europ,Vocational,38,810
37.5,35-39,Male,Europ,Vocational,46,850
37.5,35-39,Male,Europ,Vocational,42,780
27.5,25-29,Female,Europ,School,29,320
47.5,45-49,Male,Pacific,NoQual,55,570
32.5,30-34,Male,Europ,School,40,1130
37.5,35-39,Female,Europ,Vocational,40,1200
27.5,25-29,Female,Maori,School,41,350
42.5,40-44,Male,Pacific,OthPostSec,32,610
32.5,30-34,Female,Other,BachDeg+,32,400
32.5,30-34,Male,Europ,Vocational,35,1100
42.5,40-44,Female,Europ,Vocational,37,350
37.5,35-39,Female,Pacific,School,105,990
57.5,55-59,Male,Maori,Vocational,21,190
27.5,25-29,Male,MaoriCombin,Vocational,55,640
27.5,25-29,Male,Other,Vocational,47,1070
27.5,25-29,Female,Europ,Vocational,30,870
62.5,60-64,Male,Europ,NoQual,40,820
52.5,50-54,Female,Europ,NoQual,40,710
37.5,35-39,Male,Europ,School,38,410
37.5,35-39,Female,Europ,NoQual,5,10
37.5,35-39,Female,Europ,Vocational,23,540
27.5,25-29,Female,Europ,School,29,420
42.5,40-44,Female,Maori,Vocational,29,360
47.5,45-49,Male,Europ,NoQual,40,370
37.5,35-39,Male,MaoriCombin,Vocational,38,900
32.5,30-34,Male,Other,BachDeg+,40,410
52.5,50-54,Female,Europ,Vocational,40,730
42.5,40-44,Male,Europ,Vocational,40,680
37.5,35-39,Male,Other,OthPostSec,60,1060
42.5,40-44,Female,Pacific,NoQual,30,360
57.5,55-59,Male,Europ,School,50,810
27.5,25-29,Female,Europ,School,60,480
32.5,30-34,Female,Europ,Vocational,40,470
57.5,55-59,Male,Europ,BachDeg+,50,1470
27.5,25-29,Male,Europ,Vocational,40,600
37.5,35-39,Female,Europ,School,44,1060
27.5,25-29,Male,Pacific,School,32,390
32.5,30-34,Female,Europ,BachDeg+,40,1020
27.5,25-29,Female,Europ,Vocational,34,320
57.5,55-59,Male,Europ,Vocational,40,670
27.5,25-29,Female,Europ,Vocational,40,720
52.5,50-54,Male,Europ,School,38,1030
42.5,40-44,Male,Europ,School,43,720
52.5,50-54,Female,Europ,School,8,180
62.5,60-64,Female,Europ,Vocational,10,910
27.5,25-29,Female,Pacific,Vocational,38,400
57.5,55-59,Female,Europ,Vocational,47,1050
47.5,45-49,Female,Europ,NoQual,49,660
37.5,35-39,Male,Europ,NoQual,40,540
52.5,50-54,Male,Other,BachDeg+,60,790
57.5,55-59,Female,Europ,OthPostSec,20,320
42.5,40-44,Male,Europ,School,37,1790
52.5,50-54,Male,Europ,Vocational,40,710
52.5,50-54,Male,Europ,BachDeg+,40,850
37.5,35-39,Male,Europ,BachDeg+,34,1120
42.5,40-44,Female,Europ,NoQual,16,350
27.5,25-29,Female,Europ,Vocational,65,910
27.5,25-29,Male,Maori,NoQual,29,850
47.5,45-49,Male,Europ,School,40,380
57.5,55-59,Female,Europ,NoQual,12,90
57.5,55-59,Male,Europ,Vocational,40,730
42.5,40-44,Male,Maori,NoQual,40,440
52.5,50-54,Male,Maori,Vocational,19,340
27.5,25-29,Female,Europ,School,39,660
57.5,55-59,Male,Europ,NoQual,73,820
32.5,30-34,Female,Europ,OthPostSec,2,100
37.5,35-39,Female,Europ,Vocational,24,370
42.5,40-44,Female,Pacific,NoQual,55,530
62.5,60-64,Male,Europ,NoQual,47,730
57.5,55-59,Female,Europ,Vocational,15,300
32.5,30-34,Female,MaoriCombin,Vocational,41,670
32.5,30-34,Female,Europ,NoQual,47,500
47.5,45-49,Male,Europ,School,64,860
42.5,40-44,Male,Europ,BachDeg+,60,9070
37.5,35-39,Female,Europ,Vocational,24,390
52.5,50-54,Male,Europ,Vocational,31,300
27.5,25-29,Male,Europ,NoQual,40,410
37.5,35-39,Male,Europ,School,22,330
47.5,45-49,Male,Europ,Vocational,46,720
37.5,35-39,Male,Other,School,46,640
37.5,35-39,Male,Europ,NoQual,66,500
37.5,35-39,Female,Pacific,School,22,240
42.5,40-44,Female,Maori,School,32,560
47.5,45-49,Female,Europ,NoQual,51,460
32.5,30-34,Male,Other,Vocational,35,510
57.5,55-59,Female,Europ,NoQual,53,650
52.5,50-54,Female,Pacific,NoQual,25,280
37.5,35-39,Male,Maori,NoQual,65,1320
52.5,50-54,Male,Europ,School,45,810
32.5,30-34,Male,Europ,BachDeg+,40,1210
27.5,25-29,Female,Europ,BachDeg+,33,700
52.5,50-54,Female,MaoriCombin,School,40,570
52.5,50-54,Male,Europ,Vocational,59,990
57.5,55-59,Female,MaoriCombin,School,35,900
37.5,35-39,Female,Europ,OthPostSec,25,650
37.5,35-39,Female,Europ,Vocational,32,980
47.5,45-49,Male,Europ,School,29,800
52.5,50-54,Male,Europ,School,41,320
57.5,55-59,Female,Europ,NoQual,5,50
47.5,45-49,Female,Europ,NoQual,20,230
32.5,30-34,Male,Europ,School,40,910
32.5,30-34,Male,Europ,BachDeg+,50,890
42.5,40-44,Female,Europ,Vocational,9,120
37.5,35-39,Male,Other,NoQual,41,540
32.5,30-34,Female,Maori,School,6,290
42.5,40-44,Male,Europ,School,39,800
52.5,50-54,Male,Europ,Vocational,48,660
42.5,40-44,Female,Europ,Vocational,15,330
42.5,40-44,Male,Europ,NoQual,70,530
37.5,35-39,Male,Pacific,NoQual,64,770
37.5,35-39,Male,Europ,BachDeg+,55,3190
47.5,45-49,Male,Europ,School,40,730
47.5,45-49,Female,Europ,Vocational,40,450
52.5,50-54,Male,Europ,School,25,1050
32.5,30-34,Male,Europ,BachDeg+,36,2070
32.5,30-34,Female,Maori,Vocational,33,670
37.5,35-39,Female,Europ,OthPostSec,20,190
27.5,25-29,Female,Europ,BachDeg+,49,760
47.5,45-49,Male,Europ,NoQual,25,550
32.5,30-34,Female,Europ,Vocational,30,470
62.5,60-64,Female,Europ,NoQual,40,640
32.5,30-34,Male,Europ,Vocational,40,850
42.5,40-44,Male,Europ,Vocational,42,770
47.5,45-49,Male,Other,NoQual,97,440
37.5,35-39,Female,Europ,NoQual,20,490
32.5,30-34,Female,MaoriCombin,School,10,350
47.5,45-49,Female,Other,Vocational,14,110
27.5,25-29,Female,Europ,Vocational,31,190
32.5,30-34,Female,Other,BachDeg+,42,860
32.5,30-34,Male,Europ,Vocational,45,690
47.5,45-49,Female,Europ,School,40,740
57.5,55-59,Female,Maori,OthPostSec,25,390
27.5,25-29,Male,Europ,OthPostSec,76,720
47.5,45-49,Male,Europ,OthPostSec,43,520
52.5,50-54,Male,Europ,Vocational,40,870
27.5,25-29,Male,Europ,Vocational,54,1950
57.5,55-59,Male,Europ,OthPostSec,34,790
57.5,55-59,Male,Europ,BachDeg+,60,650
62.5,60-64,Male,Europ,Vocational,41,1910
37.5,35-39,Female,Europ,BachDeg+,40,900
32.5,30-34,Male,Europ,School,43,810
52.5,50-54,Male,Europ,Vocational,45,950
57.5,55-59,Female,Pacific,NoQual,27,360
47.5,45-49,Male,Europ,BachDeg+,42,1480
27.5,25-29,Female,MaoriCombin,School,23,780
42.5,40-44,Female,Maori,NoQual,12,250
57.5,55-59,Female,Europ,Vocational,40,600
32.5,30-34,Female,Europ,NoQual,19,350
42.5,40-44,Female,MaoriCombin,School,50,530
37.5,35-39,Male,Europ,BachDeg+,48,1030
57.5,55-59,Female,Maori,NoQual,17,690
62.5,60-64,Female,Europ,Vocational,40,620
42.5,40-44,Male,Other,Vocational,40,1280
52.5,50-54,Female,Europ,NoQual,30,300
47.5,45-49,Female,Europ,NoQual,10,100
42.5,40-44,Male,Europ,School,42,1320
27.5,25-29,Male,Europ,School,9,480
57.5,55-59,Male,Europ,NoQual,55,1050
47.5,45-49,Female,Europ,NoQual,15,150
27.5,25-29,Female,Europ,BachDeg+,42,900
27.5,25-29,Male,Europ,School,40,620
47.5,45-49,Male,Other,Vocational,41,410
47.5,45-49,Male,MaoriCombin,Vocational,42,1040
52.5,50-54,Female,Europ,Vocational,40,620
57.5,55-59,Male,Maori,NoQual,48,770
62.5,60-64,Male,Other,OthPostSec,39,490
47.5,45-49,Male,Europ,BachDeg+,45,4170
27.5,25-29,Female,Europ,OthPostSec,40,400
37.5,35-39,Female,Maori,NoQual,41,300
62.5,60-64,Female,Europ,Vocational,15,510
52.5,50-54,Male,Europ,Vocational,20,290
42.5,40-44,Female,Europ,OthPostSec,29,730
37.5,35-39,Female,Europ,School,35,560
32.5,30-34,Male,Europ,Vocational,45,1140
42.5,40-44,Female,Pacific,OthPostSec,38,870
32.5,30-34,Female,Europ,Vocational,30,360
32.5,30-34,Male,Europ,Vocational,60,1010
42.5,40-44,Male,Other,Vocational,37,1150
37.5,35-39,Male,Maori,OthPostSec,41,600
47.5,45-49,Male,Europ,BachDeg+,48,2390
47.5,45-49,Female,MaoriCombin,NoQual,24,390
32.5,30-34,Male,Europ,Vocational,54,2880
52.5,50-54,Male,Europ,School,40,820
42.5,40-44,Male,Europ,Vocational,60,880
57.5,55-59,Male,Europ,NoQual,60,700
32.5,30-34,Male,Pacific,Vocational,52,900
42.5,40-44,Male,Europ,BachDeg+,45,1730
27.5,25-29,Female,Pacific,Vocational,68,660
32.5,30-34,Male,Maori,OthPostSec,60,1230
47.5,45-49,Male,Europ,Vocational,37,900
47.5,45-49,Female,Europ,NoQual,51,830
52.5,50-54,Female,Other,BachDeg+,14,240
27.5,25-29,Male,Europ,BachDeg+,56,1200
47.5,45-49,Female,Europ,NoQual,21,310
27.5,25-29,Female,Other,School,32,290
37.5,35-39,Male,Europ,Vocational,46,830
62.5,60-64,Female,Europ,NoQual,40,450
47.5,45-49,Female,Europ,Vocational,32,420
57.5,55-59,Female,Europ,Vocational,17,610
57.5,55-59,Female,Europ,Vocational,34,780
47.5,45-49,Female,Europ,NoQual,18,220
47.5,45-49,Female,Europ,BachDeg+,45,700
32.5,30-34,Female,Europ,School,9,390
47.5,45-49,Female,Europ,Vocational,38,450
27.5,25-29,Male,MaoriCombin,NoQual,77,680
37.5,35-39,Female,Europ,NoQual,55,670
37.5,35-39,Female,Europ,Vocational,23,450
42.5,40-44,Female,Europ,School,48,1000
52.5,50-54,Male,Other,NoQual,20,520
62.5,60-64,Female,Europ,Vocational,40,750
52.5,50-54,Male,Europ,NoQual,66,550
37.5,35-39,Male,Europ,Vocational,40,670
47.5,45-49,Male,Europ,Vocational,50,1460
32.5,30-34,Male,Maori,Vocational,2,190
32.5,30-34,Male,MaoriCombin,BachDeg+,43,660
47.5,45-49,Male,Europ,NoQual,40,580
47.5,45-49,Female,Europ,NoQual,30,380
37.5,35-39,Male,Europ,Vocational,40,680
37.5,35-39,Female,Maori,NoQual,25,250
37.5,35-39,Female,Maori,BachDeg+,55,7800
52.5,50-54,Female,Europ,OthPostSec,14,460
47.5,45-49,Female,Europ,NoQual,2,240
27.5,25-29,Female,Europ,Vocational,39,950
42.5,40-44,Female,Europ,Vocational,30,620
42.5,40-44,Male,Maori,NoQual,27,330
52.5,50-54,Male,Other,NoQual,19,250
47.5,45-49,Male,Maori,NoQual,84,1000
27.5,25-29,Female,Europ,BachDeg+,42,610
42.5,40-44,Female,Europ,NoQual,29,240
37.5,35-39,Male,MaoriCombin,Vocational,50,1150
32.5,30-34,Male,Europ,Vocational,36,710
37.5,35-39,Male,Europ,BachDeg+,40,2100
42.5,40-44,Female,Europ,BachDeg+,128,2440
47.5,45-49,Male,Europ,OthPostSec,41,460
57.5,55-59,Male,Pacific,NoQual,37,600
47.5,45-49,Male,Maori,NoQual,39,520
57.5,55-59,Female,Europ,NoQual,40,550
37.5,35-39,Male,Europ,BachDeg+,40,1350
37.5,35-39,Female,Maori,NoQual,18,480
32.5,30-34,Female,Europ,Vocational,18,520
57.5,55-59,Female,Europ,NoQual,10,310
27.5,25-29,Male,Europ,Vocational,45,1260
27.5,25-29,Male,NonMaoriComb,OthPostSec,9,190
42.5,40-44,Female,Europ,Vocational,40,870
32.5,30-34,Female,Other,BachDeg+,48,1130
47.5,45-49,Male,Europ,BachDeg+,55,1150
62.5,60-64,Female,Europ,OthPostSec,40,770
27.5,25-29,Female,Maori,Vocational,25,380
32.5,30-34,Female,Europ,Vocational,50,630
37.5,35-39,Female,Europ,OthPostSec,40,810
32.5,30-34,Female,Maori,Vocational,40,700
52.5,50-54,Male,Europ,School,25,530
27.5,25-29,Male,Other,BachDeg+,46,670
57.5,55-59,Male,Europ,School,31,400
47.5,45-49,Female,Europ,Vocational,20,430
37.5,35-39,Male,Europ,Vocational,63,750
42.5,40-44,Male,Europ,NoQual,60,700
62.5,60-64,Male,Europ,BachDeg+,55,1330
27.5,25-29,Male,Pacific,School,19,890
27.5,25-29,Male,Maori,School,24,320
27.5,25-29,Male,Europ,School,40,380
47.5,45-49,Male,Europ,Vocational,50,2220
37.5,35-39,Male,Europ,School,40,1040
32.5,30-34,Female,Europ,BachDeg+,15,120
47.5,45-49,Female,Other,BachDeg+,43,350
47.5,45-49,Male,MaoriCombin,NoQual,60,780
37.5,35-39,Female,Europ,Vocational,11,100
27.5,25-29,Male,Europ,Vocational,41,680
52.5,50-54,Male,MaoriCombin,NoQual,58,740
32.5,30-34,Female,Pacific,School,61,610
37.5,35-39,Male,Europ,NoQual,18,270
37.5,35-39,Female,Europ,School,40,790
47.5,45-49,Male,Europ,Vocational,35,710
47.5,45-49,Female,Europ,Vocational,55,1140
57.5,55-59,Male,Europ,Vocational,18,480
37.5,35-39,Female,Pacific,NoQual,50,470
37.5,35-39,Male,Europ,OthPostSec,40,510
37.5,35-39,Male,Europ,Vocational,45,600
42.5,40-44,Male,Europ,Vocational,45,620
42.5,40-44,Male,Europ,BachDeg+,45,3120
52.5,50-54,Male,Other,NoQual,27,390
52.5,50-54,Female,Pacific,BachDeg+,20,300
27.5,25-29,Male,Europ,School,40,580
42.5,40-44,Male,Other,OthPostSec,38,910
47.5,45-49,Female,Europ,OthPostSec,26,360
47.5,45-49,Female,Europ,BachDeg+,38,1230
32.5,30-34,Female,Europ,Vocational,53,710
32.5,30-34,Male,Europ,Vocational,45,950
52.5,50-54,Male,Europ,Vocational,40,800
32.5,30-34,Female,Maori,BachDeg+,61,830
37.5,35-39,Female,Maori,NoQual,21,770
42.5,40-44,Female,Maori,NoQual,46,1120
42.5,40-44,Female,Europ,Vocational,30,550
42.5,40-44,Female,Europ,School,13,170
37.5,35-39,Male,Europ,Vocational,45,980
37.5,35-39,Male,Maori,Vocational,70,1620
37.5,35-39,Male,Europ,OthPostSec,45,880
52.5,50-54,Female,NonMaoriComb,Vocational,20,340
37.5,35-39,Male,Europ,BachDeg+,50,900
32.5,30-34,Male,Europ,BachDeg+,31,430
52.5,50-54,Female,Europ,School,20,210
62.5,60-64,Female,Europ,BachDeg+,18,530
57.5,55-59,Male,Europ,School,42,570
42.5,40-44,Female,Other,BachDeg+,42,1070
37.5,35-39,Male,Europ,Vocational,32,780
52.5,50-54,Male,Europ,Vocational,48,1140
37.5,35-39,Male,Europ,Vocational,50,810
47.5,45-49,Female,Europ,Vocational,40,440
27.5,25-29,Male,Europ,BachDeg+,40,580
42.5,40-44,Female,Other,Vocational,24,310
57.5,55-59,Female,Europ,Vocational,55,820
42.5,40-44,Male,Europ,Vocational,19,740
27.5,25-29,Male,Europ,OthPostSec,46,490
37.5,35-39,Female,Europ,School,20,260
62.5,60-64,Female,Europ,NoQual,33,540
27.5,25-29,Female,Europ,BachDeg+,38,810
32.5,30-34,Female,Maori,BachDeg+,36,390
37.5,35-39,Female,Europ,OthPostSec,49,720
47.5,45-49,Male,Maori,BachDeg+,38,1640
42.5,40-44,Female,Other,BachDeg+,31,770
27.5,25-29,Female,Maori,OthPostSec,22,420
27.5,25-29,Female,Other,BachDeg+,31,1210
52.5,50-54,Male,Europ,Vocational,40,630
32.5,30-34,Male,Maori,School,27,200
32.5,30-34,Male,Europ,Vocational,50,890
47.5,45-49,Female,Pacific,NoQual,20,240
42.5,40-44,Male,Europ,NoQual,45,690
62.5,60-64,Male,Europ,NoQual,54,1560
47.5,45-49,Female,Maori,Vocational,37,820
37.5,35-39,Female,Europ,School,40,580
27.5,25-29,Male,Europ,BachDeg+,40,520
42.5,40-44,Female,Other,School,50,540
37.5,35-39,Female,Europ,Vocational,40,520
47.5,45-49,Male,Europ,Vocational,50,1460
42.5,40-44,Female,Europ,School,16,1690
32.5,30-34,Female,Maori,Vocational,21,280
42.5,40-44,Female,Europ,School,35,500
52.5,50-54,Female,Europ,OthPostSec,46,570
52.5,50-54,Male,Other,BachDeg+,12,410
62.5,60-64,Male,Europ,School,7,310
